,Date,Day,Time,Pred(Ft),Pred(cm),High/Low,DateTime (UTC),Subordinate DateTime (Adjusted)
245,3/5/2022,Sat,2:40:00 PM,3.99,122,H,2022-03-05 14:40:00,2022-03-05 14:49:00
246,3/5/2022,Sat,8:20:00 PM,-0.28,-9,L,2022-03-05 20:20:00,2022-03-05 20:26:00
247,3/6/2022,Sun,3:03:00 AM,4.22,129,H,2022-03-06 03:03:00,2022-03-06 03:12:00
248,3/6/2022,Sun,8:44:00 AM,-0.1,-3,L,2022-03-06 08:44:00,2022-03-06 08:50:00
249,3/6/2022,Sun,3:23:00 PM,3.72,113,H,2022-03-06 15:23:00,2022-03-06 15:32:00
250,3/6/2022,Sun,8:46:00 PM,-0.16,-5,L,2022-03-06 20:46:00,2022-03-06 20:52:00
251,3/7/2022,Mon,3:47:00 AM,4.05,123,H,2022-03-07 03:47:00,2022-03-07 03:56:00
252,3/7/2022,Mon,9:13:00 AM,0.1,3,L,2022-03-07 09:13:00,2022-03-07 09:19:00
253,3/7/2022,Mon,4:08:00 PM,3.44,105,H,2022-03-07 16:08:00,2022-03-07 16:17:00
254,3/7/2022,Mon,9:16:00 PM,0.01,0,L,2022-03-07 21:16:00,2022-03-07 21:22:00
255,3/8/2022,Tue,4:35:00 AM,3.85,117,H,2022-03-08 04:35:00,2022-03-08 04:44:00
256,3/8/2022,Tue,9:48:00 AM,0.34,10,L,2022-03-08 09:48:00,2022-03-08 09:54:00
257,3/8/2022,Tue,4:59:00 PM,3.19,97,H,2022-03-08 16:59:00,2022-03-08 17:08:00
258,3/8/2022,Tue,9:51:00 PM,0.24,7,L,2022-03-08 21:51:00,2022-03-08 21:57:00
259,3/9/2022,Wed,5:27:00 AM,3.67,112,H,2022-03-09 05:27:00,2022-03-09 05:36:00
260,3/9/2022,Wed,10:34:00 AM,0.61,19,L,2022-03-09 10:34:00,2022-03-09 10:40:00
261,3/9/2022,Wed,5:52:00 PM,2.98,91,H,2022-03-09 17:52:00,2022-03-09 18:01:00
262,3/9/2022,Wed,10:37:00 PM,0.49,15,L,2022-03-09 22:37:00,2022-03-09 22:43:00
263,3/10/2022,Thu,6:20:00 AM,3.52,107,H,2022-03-10 06:20:00,2022-03-10 06:29:00
264,3/10/2022,Thu,11:42:00 AM,0.83,25,L,2022-03-10 11:42:00,2022-03-10 11:48:00
265,3/10/2022,Thu,6:45:00 PM,2.83,86,H,2022-03-10 18:45:00,2022-03-10 18:54:00
266,3/10/2022,Thu,11:41:00 PM,0.7,21,L,2022-03-10 23:41:00,2022-03-10 23:47:00
267,3/11/2022,Fri,7:13:00 AM,3.41,104,H,2022-03-11 07:13:00,2022-03-11 07:22:00
268,3/11/2022,Fri,3:18:00 PM,0.91,28,L,2022-03-11 15:18:00,2022-03-11 15:24:00
269,3/11/2022,Fri,7:41:00 PM,2.74,84,H,2022-03-11 19:41:00,2022-03-11 19:50:00
270,3/12/2022,Sat,12:47:00 AM,0.79,24,L,2022-03-12 00:47:00,2022-03-12 00:53:00
271,3/12/2022,Sat,8:13:00 AM,3.36,102,H,2022-03-12 08:13:00,2022-03-12 08:22:00
272,3/12/2022,Sat,4:13:00 PM,0.77,23,L,2022-03-12 16:13:00,2022-03-12 16:19:00
273,3/12/2022,Sat,8:47:00 PM,2.78,85,H,2022-03-12 20:47:00,2022-03-12 20:56:00
274,3/13/2022,Sun,1:49:00 AM,0.79,24,L,2022-03-13 01:49:00,2022-03-13 01:55:00
275,3/13/2022,Sun,9:18:00 AM,3.46,105,H,2022-03-13 09:18:00,2022-03-13 09:27:00
276,3/13/2022,Sun,4:53:00 PM,0.64,20,L,2022-03-13 16:53:00,2022-03-13 16:59:00
277,3/13/2022,Sun,9:49:00 PM,3.0,91,H,2022-03-13 21:49:00,2022-03-13 21:58:00
278,3/14/2022,Mon,3:00:00 AM,0.69,21,L,2022-03-14 03:00:00,2022-03-14 03:06:00
279,3/14/2022,Mon,10:11:00 AM,3.65,111,H,2022-03-14 10:11:00,2022-03-14 10:20:00
280,3/14/2022,Mon,5:14:00 PM,0.54,16,L,2022-03-14 17:14:00,2022-03-14 17:20:00
281,3/14/2022,Mon,10:36:00 PM,3.3,101,H,2022-03-14 22:36:00,2022-03-14 22:45:00
282,3/15/2022,Tue,3:58:00 AM,0.5,15,L,2022-03-15 03:58:00,2022-03-15 04:04:00
283,3/15/2022,Tue,10:54:00 AM,3.85,117,H,2022-03-15 10:54:00,2022-03-15 11:03:00
284,3/15/2022,Tue,4:46:00 PM,0.38,12,L,2022-03-15 16:46:00,2022-03-15 16:52:00
285,3/15/2022,Tue,11:15:00 PM,3.6,110,H,2022-03-15 23:15:00,2022-03-15 23:24:00
286,3/16/2022,Wed,4:39:00 AM,0.27,8,L,2022-03-16 04:39:00,2022-03-16 04:45:00
287,3/16/2022,Wed,11:32:00 AM,4.0,122,H,2022-03-16 11:32:00,2022-03-16 11:41:00
288,3/16/2022,Wed,5:08:00 PM,0.15,5,L,2022-03-16 17:08:00,2022-03-16 17:14:00
289,3/16/2022,Wed,11:52:00 PM,3.88,118,H,2022-03-16 23:52:00,2022-03-17 00:01:00
290,3/17/2022,Thu,5:19:00 AM,0.03,1,L,2022-03-17 05:19:00,2022-03-17 05:25:00
291,3/17/2022,Thu,12:10:00 PM,4.08,124,H,2022-03-17 12:10:00,2022-03-17 12:19:00
292,3/17/2022,Thu,5:40:00 PM,-0.09,-3,L,2022-03-17 17:40:00,2022-03-17 17:46:00
293,3/18/2022,Fri,12:31:00 AM,4.14,126,H,2022-03-18 00:31:00,2022-03-18 00:40:00
294,3/18/2022,Fri,6:01:00 AM,-0.19,-6,L,2022-03-18 06:01:00,2022-03-18 06:07:00
295,3/18/2022,Fri,12:51:00 PM,4.12,126,H,2022-03-18 12:51:00,2022-03-18 13:00:00
296,3/18/2022,Fri,6:19:00 PM,-0.32,-10,L,2022-03-18 18:19:00,2022-03-18 18:25:00
297,3/19/2022,Sat,1:12:00 AM,4.36,133,H,2022-03-19 01:12:00,2022-03-19 01:21:00
298,3/19/2022,Sat,6:48:00 AM,-0.38,-12,L,2022-03-19 06:48:00,2022-03-19 06:54:00
299,3/19/2022,Sat,1:33:00 PM,4.11,125,H,2022-03-19 13:33:00,2022-03-19 13:42:00
300,3/19/2022,Sat,7:01:00 PM,-0.52,-16,L,2022-03-19 19:01:00,2022-03-19 19:07:00
301,3/20/2022,Sun,1:55:00 AM,4.52,138,H,2022-03-20 01:55:00,2022-03-20 02:04:00
302,3/20/2022,Sun,7:34:00 AM,-0.53,-16,L,2022-03-20 07:34:00,2022-03-20 07:40:00
303,3/20/2022,Sun,2:17:00 PM,4.05,123,H,2022-03-20 14:17:00,2022-03-20 14:26:00
304,3/20/2022,Sun,7:43:00 PM,-0.66,-20,L,2022-03-20 19:43:00,2022-03-20 19:49:00
305,3/21/2022,Mon,2:40:00 AM,4.61,141,H,2022-03-21 02:40:00,2022-03-21 02:49:00
306,3/21/2022,Mon,8:17:00 AM,-0.57,-17,L,2022-03-21 08:17:00,2022-03-21 08:23:00
307,3/21/2022,Mon,3:02:00 PM,3.93,120,H,2022-03-21 15:02:00,2022-03-21 15:11:00
308,3/21/2022,Mon,8:25:00 PM,-0.69,-21,L,2022-03-21 20:25:00,2022-03-21 20:31:00
309,3/22/2022,Tue,3:28:00 AM,4.59,140,H,2022-03-22 03:28:00,2022-03-22 03:37:00
310,3/22/2022,Tue,9:00:00 AM,-0.47,-14,L,2022-03-22 09:00:00,2022-03-22 09:06:00
311,3/22/2022,Tue,3:53:00 PM,3.76,115,H,2022-03-22 15:53:00,2022-03-22 16:02:00
312,3/22/2022,Tue,9:07:00 PM,-0.57,-17,L,2022-03-22 21:07:00,2022-03-22 21:13:00
313,3/23/2022,Wed,4:22:00 AM,4.47,136,H,2022-03-23 04:22:00,2022-03-23 04:31:00
314,3/23/2022,Wed,9:48:00 AM,-0.23,-7,L,2022-03-23 09:48:00,2022-03-23 09:54:00
315,3/23/2022,Wed,4:51:00 PM,3.58,109,H,2022-03-23 16:51:00,2022-03-23 17:00:00
316,3/23/2022,Wed,9:56:00 PM,-0.31,-9,L,2022-03-23 21:56:00,2022-03-23 22:02:00
317,3/24/2022,Thu,5:22:00 AM,4.33,132,H,2022-03-24 05:22:00,2022-03-24 05:31:00
318,3/24/2022,Thu,10:49:00 AM,0.09,3,L,2022-03-24 10:49:00,2022-03-24 10:55:00
319,3/24/2022,Thu,5:53:00 PM,3.47,106,H,2022-03-24 17:53:00,2022-03-24 18:02:00
320,3/24/2022,Thu,10:59:00 PM,0.02,1,L,2022-03-24 22:59:00,2022-03-24 23:05:00
321,3/25/2022,Fri,6:24:00 AM,4.21,128,H,2022-03-25 06:24:00,2022-03-25 06:33:00
322,3/25/2022,Fri,12:11:00 PM,0.31,9,L,2022-03-25 12:11:00,2022-03-25 12:17:00
323,3/25/2022,Fri,6:54:00 PM,3.42,104,H,2022-03-25 18:54:00,2022-03-25 19:03:00
324,3/26/2022,Sat,12:20:00 AM,0.25,8,L,2022-03-26 00:20:00,2022-03-26 00:26:00
325,3/26/2022,Sat,7:26:00 AM,4.09,125,H,2022-03-26 07:26:00,2022-03-26 07:35:00
326,3/26/2022,Sat,1:44:00 PM,0.36,11,L,2022-03-26 13:44:00,2022-03-26 13:50:00
327,3/26/2022,Sat,8:00:00 PM,3.44,105,H,2022-03-26 20:00:00,2022-03-26 20:09:00
328,3/27/2022,Sun,1:44:00 AM,0.33,10,L,2022-03-27 01:44:00,2022-03-27 01:50:00
329,3/27/2022,Sun,8:35:00 AM,4.05,123,H,2022-03-27 08:35:00,2022-03-27 08:44:00
330,3/27/2022,Sun,3:48:00 PM,0.19,6,L,2022-03-27 15:48:00,2022-03-27 15:54:00
331,3/27/2022,Sun,9:13:00 PM,3.63,111,H,2022-03-27 21:13:00,2022-03-27 21:22:00
332,3/28/2022,Mon,3:52:00 AM,0.21,6,L,2022-03-28 03:52:00,2022-03-28 03:58:00
333,3/28/2022,Mon,9:43:00 AM,4.14,126,H,2022-03-28 09:43:00,2022-03-28 09:52:00
334,3/28/2022,Mon,4:43:00 PM,-0.01,0,L,2022-03-28 16:43:00,2022-03-28 16:49:00
335,3/28/2022,Mon,10:14:00 PM,3.95,120,H,2022-03-28 22:14:00,2022-03-28 22:23:00
336,3/29/2022,Tue,4:56:00 AM,0.01,0,L,2022-03-29 04:56:00,2022-03-29 05:02:00
337,3/29/2022,Tue,10:37:00 AM,4.28,130,H,2022-03-29 10:37:00,2022-03-29 10:46:00
338,3/29/2022,Tue,5:27:00 PM,-0.13,-4,L,2022-03-29 17:27:00,2022-03-29 17:33:00
339,3/29/2022,Tue,11:02:00 PM,4.24,129,H,2022-03-29 23:02:00,2022-03-29 23:11:00
340,3/30/2022,Wed,5:47:00 AM,-0.11,-3,L,2022-03-30 05:47:00,2022-03-30 05:53:00
341,3/30/2022,Wed,11:23:00 AM,4.33,132,H,2022-03-30 11:23:00,2022-03-30 11:32:00
342,3/30/2022,Wed,6:07:00 PM,-0.16,-5,L,2022-03-30 18:07:00,2022-03-30 18:13:00
343,3/30/2022,Wed,11:45:00 PM,4.43,135,H,2022-03-30 23:45:00,2022-03-30 23:54:00
344,3/31/2022,Thu,6:37:00 AM,-0.16,-5,L,2022-03-31 06:37:00,2022-03-31 06:43:00
345,3/31/2022,Thu,12:05:00 PM,4.28,130,H,2022-03-31 12:05:00,2022-03-31 12:14:00
346,3/31/2022,Thu,6:41:00 PM,-0.13,-4,L,2022-03-31 18:41:00,2022-03-31 18:47:00
347,4/1/2022,Fri,12:27:00 AM,4.5,137,H,2022-04-01 00:27:00,2022-04-01 00:36:00
348,4/1/2022,Fri,7:18:00 AM,-0.15,-5,L,2022-04-01 07:18:00,2022-04-01 07:24:00
349,4/1/2022,Fri,12:48:00 PM,4.16,127,H,2022-04-01 12:48:00,2022-04-01 12:57:00
350,4/1/2022,Fri,6:59:00 PM,-0.07,-2,L,2022-04-01 18:59:00,2022-04-01 19:05:00
351,4/2/2022,Sat,1:09:00 AM,4.5,137,H,2022-04-02 01:09:00,2022-04-02 01:18:00
352,4/2/2022,Sat,7:42:00 AM,-0.09,-3,L,2022-04-02 07:42:00,2022-04-02 07:48:00
353,4/2/2022,Sat,1:30:00 PM,4.0,122,H,2022-04-02 13:30:00,2022-04-02 13:39:00
354,4/2/2022,Sat,7:17:00 PM,-0.01,0,L,2022-04-02 19:17:00,2022-04-02 19:23:00
355,4/3/2022,Sun,1:50:00 AM,4.42,135,H,2022-04-03 01:50:00,2022-04-03 01:59:00
356,4/3/2022,Sun,7:55:00 AM,-0.01,0,L,2022-04-03 07:55:00,2022-04-03 08:01:00
357,4/3/2022,Sun,2:12:00 PM,3.83,117,H,2022-04-03 14:12:00,2022-04-03 14:21:00
358,4/3/2022,Sun,7:42:00 PM,0.03,1,L,2022-04-03 19:42:00,2022-04-03 19:48:00
359,4/4/2022,Mon,2:31:00 AM,4.3,131,H,2022-04-04 02:31:00,2022-04-04 02:40:00
360,4/4/2022,Mon,8:16:00 AM,0.07,2,L,2022-04-04 08:16:00,2022-04-04 08:22:00
361,4/4/2022,Mon,2:52:00 PM,3.63,111,H,2022-04-04 14:52:00,2022-04-04 15:01:00
362,4/4/2022,Mon,8:10:00 PM,0.08,2,L,2022-04-04 20:10:00,2022-04-04 20:16:00
363,4/5/2022,Tue,3:12:00 AM,4.13,126,H,2022-04-05 03:12:00,2022-04-05 03:21:00
364,4/5/2022,Tue,8:42:00 AM,0.17,5,L,2022-04-05 08:42:00,2022-04-05 08:48:00
365,4/5/2022,Tue,3:35:00 PM,3.42,104,H,2022-04-05 15:35:00,2022-04-05 15:44:00
366,4/5/2022,Tue,8:41:00 PM,0.17,5,L,2022-04-05 20:41:00,2022-04-05 20:47:00
367,4/6/2022,Wed,3:56:00 AM,3.93,120,H,2022-04-06 03:56:00,2022-04-06 04:05:00
368,4/6/2022,Wed,9:14:00 AM,0.34,10,L,2022-04-06 09:14:00,2022-04-06 09:20:00
369,4/6/2022,Wed,4:23:00 PM,3.21,98,H,2022-04-06 16:23:00,2022-04-06 16:32:00
370,4/6/2022,Wed,9:15:00 PM,0.33,10,L,2022-04-06 21:15:00,2022-04-06 21:21:00
371,4/7/2022,Thu,4:48:00 AM,3.73,114,H,2022-04-07 04:48:00,2022-04-07 04:57:00
372,4/7/2022,Thu,9:53:00 AM,0.56,17,L,2022-04-07 09:53:00,2022-04-07 09:59:00
373,4/7/2022,Thu,5:18:00 PM,3.05,93,H,2022-04-07 17:18:00,2022-04-07 17:27:00
374,4/7/2022,Thu,9:56:00 PM,0.55,17,L,2022-04-07 21:56:00,2022-04-07 22:02:00
375,4/8/2022,Fri,5:43:00 AM,3.59,109,H,2022-04-08 05:43:00,2022-04-08 05:52:00
376,4/8/2022,Fri,10:46:00 AM,0.78,24,L,2022-04-08 10:46:00,2022-04-08 10:52:00
377,4/8/2022,Fri,6:13:00 PM,2.97,91,H,2022-04-08 18:13:00,2022-04-08 18:22:00
378,4/8/2022,Fri,10:52:00 PM,0.78,24,L,2022-04-08 22:52:00,2022-04-08 22:58:00
379,4/9/2022,Sat,6:37:00 AM,3.49,106,H,2022-04-09 06:37:00,2022-04-09 06:46:00
380,4/9/2022,Sat,11:59:00 AM,0.91,28,L,2022-04-09 11:59:00,2022-04-09 12:05:00
381,4/9/2022,Sat,7:07:00 PM,2.96,90,H,2022-04-09 19:07:00,2022-04-09 19:16:00
382,4/10/2022,Sun,12:06:00 AM,0.9,27,L,2022-04-10 00:06:00,2022-04-10 00:12:00
383,4/10/2022,Sun,7:31:00 AM,3.44,105,H,2022-04-10 07:31:00,2022-04-10 07:40:00
384,4/10/2022,Sun,1:06:00 PM,0.89,27,L,2022-04-10 13:06:00,2022-04-10 13:12:00
385,4/10/2022,Sun,8:05:00 PM,3.03,92,H,2022-04-10 20:05:00,2022-04-10 20:14:00
386,4/11/2022,Mon,1:14:00 AM,0.88,27,L,2022-04-11 01:14:00,2022-04-11 01:20:00
387,4/11/2022,Mon,8:33:00 AM,3.46,105,H,2022-04-11 08:33:00,2022-04-11 08:42:00
388,4/11/2022,Mon,2:07:00 PM,0.79,24,L,2022-04-11 14:07:00,2022-04-11 14:13:00
389,4/11/2022,Mon,9:09:00 PM,3.26,99,H,2022-04-11 21:09:00,2022-04-11 21:18:00
390,4/12/2022,Tue,2:19:00 AM,0.76,23,L,2022-04-12 02:19:00,2022-04-12 02:25:00
391,4/12/2022,Tue,9:33:00 AM,3.6,110,H,2022-04-12 09:33:00,2022-04-12 09:42:00
392,4/12/2022,Tue,3:05:00 PM,0.6,18,L,2022-04-12 15:05:00,2022-04-12 15:11:00
393,4/12/2022,Tue,10:01:00 PM,3.61,110,H,2022-04-12 22:01:00,2022-04-12 22:10:00
394,4/13/2022,Wed,3:24:00 AM,0.53,16,L,2022-04-13 03:24:00,2022-04-13 03:30:00
395,4/13/2022,Wed,10:21:00 AM,3.81,116,H,2022-04-13 10:21:00,2022-04-13 10:30:00
396,4/13/2022,Wed,3:48:00 PM,0.35,11,L,2022-04-13 15:48:00,2022-04-13 15:54:00
397,4/13/2022,Wed,10:43:00 PM,4.0,122,H,2022-04-13 22:43:00,2022-04-13 22:52:00
398,4/14/2022,Thu,4:14:00 AM,0.26,8,L,2022-04-14 04:14:00,2022-04-14 04:20:00
399,4/14/2022,Thu,11:02:00 AM,3.98,121,H,2022-04-14 11:02:00,2022-04-14 11:11:00
400,4/14/2022,Thu,4:26:00 PM,0.09,3,L,2022-04-14 16:26:00,2022-04-14 16:32:00
401,4/14/2022,Thu,11:22:00 PM,4.36,133,H,2022-04-14 23:22:00,2022-04-14 23:31:00
402,4/15/2022,Fri,4:56:00 AM,-0.02,-1,L,2022-04-15 04:56:00,2022-04-15 05:02:00
403,4/15/2022,Fri,11:42:00 AM,4.1,125,H,2022-04-15 11:42:00,2022-04-15 11:51:00
404,4/15/2022,Fri,5:04:00 PM,-0.15,-5,L,2022-04-15 17:04:00,2022-04-15 17:10:00
405,4/16/2022,Sat,12:01:00 AM,4.65,142,H,2022-04-16 00:01:00,2022-04-16 00:10:00
406,4/16/2022,Sat,5:40:00 AM,-0.24,-7,L,2022-04-16 05:40:00,2022-04-16 05:46:00
407,4/16/2022,Sat,12:23:00 PM,4.16,127,H,2022-04-16 12:23:00,2022-04-16 12:32:00
408,4/16/2022,Sat,5:45:00 PM,-0.35,-11,L,2022-04-16 17:45:00,2022-04-16 17:51:00
409,4/17/2022,Sun,12:43:00 AM,4.86,148,H,2022-04-17 00:43:00,2022-04-17 00:52:00
410,4/17/2022,Sun,6:27:00 AM,-0.41,-12,L,2022-04-17 06:27:00,2022-04-17 06:33:00
411,4/17/2022,Sun,1:07:00 PM,4.17,127,H,2022-04-17 13:07:00,2022-04-17 13:16:00
412,4/17/2022,Sun,6:31:00 PM,-0.5,-15,L,2022-04-17 18:31:00,2022-04-17 18:37:00
413,4/18/2022,Mon,1:29:00 AM,4.97,151,H,2022-04-18 01:29:00,2022-04-18 01:38:00
414,4/18/2022,Mon,7:17:00 AM,-0.51,-16,L,2022-04-18 07:17:00,2022-04-18 07:23:00
415,4/18/2022,Mon,1:55:00 PM,4.13,126,H,2022-04-18 13:55:00,2022-04-18 14:04:00
416,4/18/2022,Mon,7:20:00 PM,-0.57,-17,L,2022-04-18 19:20:00,2022-04-18 19:26:00
417,4/19/2022,Tue,2:18:00 AM,4.99,152,H,2022-04-19 02:18:00,2022-04-19 02:27:00
418,4/19/2022,Tue,8:04:00 AM,-0.52,-16,L,2022-04-19 08:04:00,2022-04-19 08:10:00
419,4/19/2022,Tue,2:44:00 PM,4.04,123,H,2022-04-19 14:44:00,2022-04-19 14:53:00
420,4/19/2022,Tue,8:07:00 PM,-0.55,-17,L,2022-04-19 20:07:00,2022-04-19 20:13:00
421,4/20/2022,Wed,3:08:00 AM,4.88,149,H,2022-04-20 03:08:00,2022-04-20 03:17:00
422,4/20/2022,Wed,8:49:00 AM,-0.41,-12,L,2022-04-20 08:49:00,2022-04-20 08:55:00
423,4/20/2022,Wed,3:36:00 PM,3.91,119,H,2022-04-20 15:36:00,2022-04-20 15:45:00
424,4/20/2022,Wed,8:53:00 PM,-0.39,-12,L,2022-04-20 20:53:00,2022-04-20 20:59:00
425,4/21/2022,Thu,4:03:00 AM,4.69,143,H,2022-04-21 04:03:00,2022-04-21 04:12:00
426,4/21/2022,Thu,9:36:00 AM,-0.16,-5,L,2022-04-21 09:36:00,2022-04-21 09:42:00
427,4/21/2022,Thu,4:36:00 PM,3.77,115,H,2022-04-21 16:36:00,2022-04-21 16:45:00
428,4/21/2022,Thu,9:43:00 PM,-0.09,-3,L,2022-04-21 21:43:00,2022-04-21 21:49:00
429,4/22/2022,Fri,5:05:00 AM,4.47,136,H,2022-04-22 05:05:00,2022-04-22 05:14:00
430,4/22/2022,Fri,10:37:00 AM,0.16,5,L,2022-04-22 10:37:00,2022-04-22 10:43:00
431,4/22/2022,Fri,5:40:00 PM,3.71,113,H,2022-04-22 17:40:00,2022-04-22 17:49:00
432,4/22/2022,Fri,10:49:00 PM,0.28,9,L,2022-04-22 22:49:00,2022-04-22 22:55:00
433,4/23/2022,Sat,6:08:00 AM,4.29,131,H,2022-04-23 06:08:00,2022-04-23 06:17:00
434,4/23/2022,Sat,12:11:00 PM,0.35,11,L,2022-04-23 12:11:00,2022-04-23 12:17:00
435,4/23/2022,Sat,6:42:00 PM,3.73,114,H,2022-04-23 18:42:00,2022-04-23 18:51:00
436,4/24/2022,Sun,12:26:00 AM,0.5,15,L,2022-04-24 00:26:00,2022-04-24 00:32:00
437,4/24/2022,Sun,7:09:00 AM,4.13,126,H,2022-04-24 07:09:00,2022-04-24 07:18:00
438,4/24/2022,Sun,2:04:00 PM,0.34,10,L,2022-04-24 14:04:00,2022-04-24 14:10:00
439,4/24/2022,Sun,7:45:00 PM,3.79,116,H,2022-04-24 19:45:00,2022-04-24 19:54:00
440,4/25/2022,Mon,2:37:00 AM,0.48,15,L,2022-04-25 02:37:00,2022-04-25 02:43:00
441,4/25/2022,Mon,8:13:00 AM,4.0,122,H,2022-04-25 08:13:00,2022-04-25 08:22:00
442,4/25/2022,Mon,3:29:00 PM,0.2,6,L,2022-04-25 15:29:00,2022-04-25 15:35:00
443,4/25/2022,Mon,8:52:00 PM,3.95,120,H,2022-04-25 20:52:00,2022-04-25 21:01:00
444,4/26/2022,Tue,4:01:00 AM,0.27,8,L,2022-04-26 04:01:00,2022-04-26 04:07:00
445,4/26/2022,Tue,9:21:00 AM,3.99,122,H,2022-04-26 09:21:00,2022-04-26 09:30:00
446,4/26/2022,Tue,4:22:00 PM,0.09,3,L,2022-04-26 16:22:00,2022-04-26 16:28:00
447,4/26/2022,Tue,9:53:00 PM,4.21,128,H,2022-04-26 21:53:00,2022-04-26 22:02:00
448,4/27/2022,Wed,4:54:00 AM,0.1,3,L,2022-04-27 04:54:00,2022-04-27 05:00:00
449,4/27/2022,Wed,10:17:00 AM,4.05,123,H,2022-04-27 10:17:00,2022-04-27 10:26:00
450,4/27/2022,Wed,5:04:00 PM,0.06,2,L,2022-04-27 17:04:00,2022-04-27 17:10:00
451,4/27/2022,Wed,10:41:00 PM,4.44,135,H,2022-04-27 22:41:00,2022-04-27 22:50:00
452,4/28/2022,Thu,5:42:00 AM,0.03,1,L,2022-04-28 05:42:00,2022-04-28 05:48:00
453,4/28/2022,Thu,11:02:00 AM,4.07,124,H,2022-04-28 11:02:00,2022-04-28 11:11:00
454,4/28/2022,Thu,5:38:00 PM,0.11,3,L,2022-04-28 17:38:00,2022-04-28 17:44:00
455,4/28/2022,Thu,11:22:00 PM,4.56,139,H,2022-04-28 23:22:00,2022-04-28 23:31:00
456,4/29/2022,Fri,6:29:00 AM,0.04,1,L,2022-04-29 06:29:00,2022-04-29 06:35:00
457,4/29/2022,Fri,11:42:00 AM,4.01,122,H,2022-04-29 11:42:00,2022-04-29 11:51:00
458,4/29/2022,Fri,5:58:00 PM,0.21,6,L,2022-04-29 17:58:00,2022-04-29 18:04:00
459,4/30/2022,Sat,12:01:00 AM,4.59,140,H,2022-04-30 00:01:00,2022-04-30 00:10:00
460,4/30/2022,Sat,7:11:00 AM,0.1,3,L,2022-04-30 07:11:00,2022-04-30 07:17:00
461,4/30/2022,Sat,12:22:00 PM,3.91,119,H,2022-04-30 12:22:00,2022-04-30 12:31:00
462,4/30/2022,Sat,6:06:00 PM,0.29,9,L,2022-04-30 18:06:00,2022-04-30 18:12:00
463,5/1/2022,Sun,12:40:00 AM,4.53,138,H,2022-05-01 00:40:00,2022-05-01 00:49:00
464,5/1/2022,Sun,7:35:00 AM,0.19,6,L,2022-05-01 07:35:00,2022-05-01 07:41:00
465,5/1/2022,Sun,1:03:00 PM,3.78,115,H,2022-05-01 13:03:00,2022-05-01 13:12:00
466,5/1/2022,Sun,6:29:00 PM,0.33,10,L,2022-05-01 18:29:00,2022-05-01 18:35:00
467,5/2/2022,Mon,1:20:00 AM,4.44,135,H,2022-05-02 01:20:00,2022-05-02 01:29:00
468,5/2/2022,Mon,7:31:00 AM,0.26,8,L,2022-05-02 07:31:00,2022-05-02 07:37:00
469,5/2/2022,Mon,1:44:00 PM,3.65,111,H,2022-05-02 13:44:00,2022-05-02 13:53:00
470,5/2/2022,Mon,7:01:00 PM,0.33,10,L,2022-05-02 19:01:00,2022-05-02 19:07:00
471,5/3/2022,Tue,2:01:00 AM,4.32,132,H,2022-05-03 02:01:00,2022-05-03 02:10:00
472,5/3/2022,Tue,7:48:00 AM,0.28,9,L,2022-05-03 07:48:00,2022-05-03 07:54:00
473,5/3/2022,Tue,2:25:00 PM,3.51,107,H,2022-05-03 14:25:00,2022-05-03 14:34:00
474,5/3/2022,Tue,7:35:00 PM,0.33,10,L,2022-05-03 19:35:00,2022-05-03 19:41:00
475,5/4/2022,Wed,2:42:00 AM,4.17,127,H,2022-05-04 02:42:00,2022-05-04 02:51:00
476,5/4/2022,Wed,8:16:00 AM,0.31,9,L,2022-05-04 08:16:00,2022-05-04 08:22:00
477,5/4/2022,Wed,3:07:00 PM,3.38,103,H,2022-05-04 15:07:00,2022-05-04 15:16:00
478,5/4/2022,Wed,8:11:00 PM,0.35,11,L,2022-05-04 20:11:00,2022-05-04 20:17:00
479,5/5/2022,Thu,3:24:00 AM,4.01,122,H,2022-05-05 03:24:00,2022-05-05 03:33:00
480,5/5/2022,Thu,8:48:00 AM,0.38,12,L,2022-05-05 08:48:00,2022-05-05 08:54:00
481,5/5/2022,Thu,3:53:00 PM,3.25,99,H,2022-05-05 15:53:00,2022-05-05 16:02:00
482,5/5/2022,Thu,8:47:00 PM,0.43,13,L,2022-05-05 20:47:00,2022-05-05 20:53:00
483,5/6/2022,Fri,4:13:00 AM,3.84,117,H,2022-05-06 04:13:00,2022-05-06 04:22:00
484,5/6/2022,Fri,9:25:00 AM,0.49,15,L,2022-05-06 09:25:00,2022-05-06 09:31:00
485,5/6/2022,Fri,4:46:00 PM,3.16,96,H,2022-05-06 16:46:00,2022-05-06 16:55:00
486,5/6/2022,Fri,9:27:00 PM,0.58,18,L,2022-05-06 21:27:00,2022-05-06 21:33:00
487,5/7/2022,Sat,5:07:00 AM,3.7,113,H,2022-05-07 05:07:00,2022-05-07 05:16:00
488,5/7/2022,Sat,10:10:00 AM,0.64,20,L,2022-05-07 10:10:00,2022-05-07 10:16:00
489,5/7/2022,Sat,5:42:00 PM,3.16,96,H,2022-05-07 17:42:00,2022-05-07 17:51:00
490,5/7/2022,Sat,10:18:00 PM,0.78,24,L,2022-05-07 22:18:00,2022-05-07 22:24:00
491,5/8/2022,Sun,6:02:00 AM,3.61,110,H,2022-05-08 06:02:00,2022-05-08 06:11:00
