Date/Time,Conductivity ,Specific Cond ,Salinity,ChlorophyllU,Chlorophyll ,Optical DO,Optical DO Sat,pH,pH Diagnostic,Temp,Pressure-Abs,Depth 
1/18/2022 21:00,23979.949,46079.621,27.704,2.297,22.974,12.015,99.106,7.934,-76.685,-0.11,1.026,0.897
1/18/2022 21:15,23959.289,46079.16,27.697,2.232,22.325,11.926,98.302,7.934,-76.644,-0.133,1.085,0.937
1/18/2022 21:30,23954.711,46090.828,27.702,2.179,21.789,11.815,97.361,7.932,-76.556,-0.145,1.127,0.967
1/18/2022 21:45,24004.51,46066.48,27.704,1.916,19.163,11.739,96.922,7.927,-76.308,-0.074,1.17,0.996
1/18/2022 22:00,24014.301,46054.43,27.701,1.805,18.049,11.574,95.603,7.929,-76.413,-0.056,1.2,1.017
1/18/2022 22:15,23982.619,46041.852,27.685,2.103,21.032,11.57,95.484,7.926,-76.261,-0.084,1.251,1.052
1/18/2022 22:30,23991.789,46040.031,27.687,2.119,21.188,11.547,95.328,7.89,-74.487,-0.073,1.295,1.082
1/18/2022 22:45,23993.41,46035.48,27.685,2.104,21.036,11.616,95.909,7.908,-75.374,-0.068,1.301,1.086
1/18/2022 23:00,23976.801,46052.23,27.689,2.128,21.283,11.832,97.621,7.926,-76.251,-0.097,1.334,1.109
1/18/2022 23:15,23967.131,46068.211,27.694,2.215,22.148,11.763,96.996,7.884,-74.172,-0.118,1.384,1.144
1/18/2022 23:30,23895.961,46104.98,27.692,2.223,22.234,11.717,96.353,7.917,-75.769,-0.22,1.441,1.182
1/18/2022 23:45,23915.631,46102.34,27.696,2.121,21.206,11.77,96.859,7.909,-75.412,-0.196,1.522,1.239
1/19/2022 00:00,23883.43,46133.578,27.702,2.187,21.869,11.75,96.554,7.926,-76.225,-0.251,1.602,1.293
1/19/2022 00:15,24024.09,46555.141,27.957,2.132,21.32,11.823,97.101,7.934,-76.58,-0.338,1.674,1.342
1/19/2022 00:30,23944.02,46588.34,27.949,2.039,20.39,11.802,96.637,7.932,-76.458,-0.448,1.717,1.372
1/19/2022 00:45,23980.4,46681.199,28.007,2.054,20.54,11.707,95.871,7.93,-76.358,-0.46,1.752,1.396
1/19/2022 01:00,24049.289,46809.621,28.092,2.127,21.273,11.701,95.884,7.93,-76.358,-0.457,1.783,1.418
1/19/2022 01:15,24187.57,46958.09,28.209,1.999,19.988,11.749,96.533,7.928,-76.284,-0.388,1.819,1.442
1/19/2022 01:30,24201.98,47004.129,28.236,1.929,19.295,11.756,96.586,7.926,-76.189,-0.398,1.843,1.458
1/19/2022 01:45,24134.211,47020.121,28.224,1.901,19.015,11.695,95.86,7.926,-76.151,-0.483,1.822,1.444
1/19/2022 02:00,24091.609,46891.031,28.146,2.14,21.403,11.783,96.597,7.92,-75.881,-0.457,1.807,1.434
1/19/2022 02:15,24333.08,47034.93,28.291,1.936,19.362,11.92,98.306,7.924,-76.118,-0.27,1.756,1.399
1/19/2022 02:30,24533.84,47123.02,28.395,1.927,19.27,11.747,97.396,7.916,-75.769,-0.098,1.712,1.368
1/19/2022 02:45,24917.551,47347.648,28.621,2.102,21.02,11.669,97.663,7.906,-75.376,0.197,1.685,1.349
1/19/2022 03:00,25143.449,47355.828,28.69,2.099,20.993,11.595,97.718,7.895,-74.871,0.442,1.668,1.338
1/19/2022 03:15,25280.141,47395.828,28.749,2.172,21.718,11.552,97.718,7.893,-74.837,0.57,1.676,1.343
1/19/2022 03:30,25349.289,47449.121,28.795,1.991,19.906,11.563,97.962,7.894,-74.897,0.615,1.634,1.314
1/19/2022 03:45,25348.32,47459.27,28.8,1.868,18.677,11.557,97.893,7.894,-74.88,0.608,1.627,1.31
1/19/2022 04:00,25357.17,47478.359,28.813,1.892,18.923,11.455,97.039,7.891,-74.704,0.606,1.584,1.28
1/19/2022 04:15,25356.09,47492.281,28.82,1.82,18.205,11.369,96.286,7.889,-74.644,0.597,1.556,1.261
1/19/2022 04:30,25389.789,47510.02,28.838,1.884,18.838,11.346,96.176,7.889,-74.615,0.624,1.51,1.229
1/19/2022 04:45,25420.289,47524.07,28.854,1.872,18.719,11.341,96.206,7.888,-74.573,0.649,1.482,1.21
1/19/2022 05:00,25438.061,47528.922,28.861,1.95,19.498,11.367,96.469,7.887,-74.549,0.666,1.454,1.19
1/19/2022 05:15,25445.1,47539.391,28.869,1.927,19.267,11.359,96.418,7.888,-74.57,0.667,1.462,1.196
1/19/2022 05:30,25453.869,47555.539,28.879,1.794,17.936,11.305,95.962,7.885,-74.456,0.667,1.461,1.196
1/19/2022 05:45,25407.75,47542.898,28.86,1.742,17.417,11.149,94.519,7.883,-74.32,0.624,1.46,1.194
1/19/2022 06:00,25378.971,47528.16,28.844,1.738,17.381,11.119,94.195,7.889,-74.62,0.601,1.449,1.187
1/19/2022 06:15,25383.461,47525.379,28.844,1.772,17.722,11.268,95.478,7.889,-74.63,0.607,1.471,1.203
1/19/2022 06:30,25380.16,47526.891,28.844,1.711,17.107,11.147,94.442,7.891,-74.747,0.603,1.44,1.181
1/19/2022 06:45,25343.779,47509.68,28.825,1.761,17.613,11.059,93.605,7.898,-75.071,0.573,1.471,1.202
1/19/2022 07:00,25230.58,47431.75,28.753,1.746,17.459,11.364,95.945,7.905,-75.407,0.494,1.504,1.225
1/19/2022 07:15,25062.779,47338.27,28.658,1.737,17.365,11.545,97.075,7.9,-75.121,0.363,1.534,1.245
1/19/2022 07:30,25032.84,47360.891,28.661,1.673,16.73,11.391,95.667,7.899,-75.042,0.317,1.62,1.305
1/19/2022 07:45,24981.311,47388.238,28.66,1.695,16.95,11.243,94.24,7.896,-74.89,0.244,1.671,1.339
1/19/2022 08:00,24667.07,47282.07,28.515,1.694,16.94,11.604,96.435,7.906,-75.281,-0.042,1.747,1.392
1/19/2022 08:15,24579.75,47286.629,28.491,1.808,18.08,11.61,96.211,7.906,-75.259,-0.141,1.815,1.439
1/19/2022 08:30,24328.58,47197.43,28.371,1.954,19.544,11.786,97,7.911,-75.474,-0.368,1.874,1.48
1/19/2022 08:45,24247.91,47169.102,28.333,1.766,17.663,11.831,97.155,7.914,-75.588,-0.442,1.928,1.517
1/19/2022 09:00,24122.061,47128.398,28.274,1.651,16.51,11.91,97.459,7.92,-75.846,-0.558,2,1.567
1/19/2022 09:15,24106.539,47116.391,28.263,1.724,17.237,11.988,98.063,7.924,-76.027,-0.569,2.039,1.593
1/19/2022 09:30,24175.801,47126.621,28.29,1.664,16.644,11.976,98.169,7.923,-76.008,-0.498,2.099,1.634
1/19/2022 09:45,24340.42,47192.75,28.373,1.68,16.798,11.989,98.717,7.922,-75.996,-0.353,2.124,1.652
1/19/2022 10:00,24374.43,47206.891,28.39,1.663,16.632,12.001,98.907,7.918,-75.798,-0.323,2.158,1.675
1/19/2022 10:15,24344.9,47212.199,28.384,1.439,14.393,12.046,99.176,7.917,-75.769,-0.359,2.154,1.672
1/19/2022 10:30,24264.539,47173.18,28.34,1.38,13.799,12.024,98.787,7.912,-75.481,-0.426,2.206,1.708
1/19/2022 10:45,24285.77,47223.078,28.371,1.353,13.532,12.023,98.788,7.904,-75.104,-0.43,2.218,1.716
1/19/2022 11:00,24234.18,47145.301,28.317,1.158,11.577,12.065,99.06,7.903,-75.054,-0.443,2.259,1.744
1/19/2022 11:15,24283.08,47096.91,28.307,1.126,11.257,12.084,99.431,7.9,-74.897,-0.361,2.29,1.765
1/19/2022 11:30,24460.801,47183.211,28.404,1.02,10.204,12.087,99.914,7.9,-74.952,-0.214,2.286,1.763
1/19/2022 11:45,24675.561,47389.309,28.572,1.145,11.446,12.065,100.162,7.894,-74.706,-0.094,2.336,1.797
1/19/2022 12:00,24898.83,47602.891,28.746,1.199,11.994,12.032,100.344,7.889,-74.47,0.029,2.37,1.82
1/19/2022 12:15,25175.57,47849.641,28.952,1.095,10.954,12.014,100.762,7.886,-74.344,0.191,2.377,1.824
1/19/2022 12:30,25479.5,48173.281,29.206,1.185,11.848,11.927,100.598,7.879,-74.036,0.336,2.426,1.858
1/19/2022 12:45,25636.52,48308.172,29.32,1.205,12.055,11.903,100.716,7.876,-73.955,0.429,2.418,1.852
1/19/2022 13:00,25612.199,48231.949,29.274,1.153,11.525,11.924,100.914,7.877,-73.984,0.446,2.459,1.881
1/19/2022 13:15,25839.99,48471.711,29.462,1.069,10.686,11.887,101.012,7.873,-73.838,0.555,2.507,1.913
1/19/2022 13:30,25855.619,48428.41,29.444,1.052,10.518,11.882,101.067,7.873,-73.812,0.597,2.462,1.883
1/19/2022 13:45,26210.75,48879.91,29.777,1.092,10.924,11.834,101.218,7.871,-73.755,0.719,2.389,1.832
1/19/2022 14:00,26281.92,48960.609,29.839,1.056,10.557,11.811,101.148,7.872,-73.814,0.749,2.356,1.809
1/19/2022 14:15,26002.891,48467.27,29.505,0.987,9.873,11.873,101.403,7.873,-73.855,0.733,2.239,1.729
1/19/2022 14:30,26043.4,48479.051,29.522,0.921,9.206,11.879,101.555,7.872,-73.843,0.77,2.163,1.677
1/19/2022 14:45,26096.289,48516.359,29.556,0.964,9.643,11.87,101.6,7.873,-73.874,0.806,2.127,1.652
1/19/2022 15:00,26191.07,48620.5,29.637,1.035,10.352,11.878,101.836,7.873,-73.905,0.847,2.077,1.618
1/19/2022 15:15,26196.199,48584.602,29.619,1.077,10.77,11.891,102.007,7.875,-74,0.874,2.017,1.577
1/19/2022 15:30,26161.461,48506.672,29.569,1.013,10.127,11.901,102.078,7.876,-74.058,0.882,1.928,1.516
1/19/2022 15:45,26119.891,48431.051,29.518,1.033,10.327,11.939,102.362,7.879,-74.182,0.881,1.851,1.462
1/19/2022 16:00,26014.689,48309.129,29.426,1.012,10.116,11.961,102.375,7.883,-74.391,0.838,1.753,1.396
1/19/2022 16:15,25959.859,48233.859,29.372,1.289,12.891,11.99,102.539,7.887,-74.584,0.822,1.672,1.34
1/19/2022 16:30,25932.52,48180.238,29.336,1.313,13.135,12.012,102.704,7.889,-74.68,0.824,1.594,1.286
1/19/2022 16:45,25768.17,47948.922,29.171,1.199,11.986,12.053,102.825,7.897,-75.078,0.781,1.479,1.207
1/19/2022 17:00,25734.939,47890.879,29.131,1.318,13.176,12.042,102.698,7.898,-75.145,0.778,1.403,1.155
1/19/2022 17:15,25823.42,47979.738,29.202,1.445,14.45,12.017,102.65,7.895,-74.964,0.823,1.299,1.084
1/19/2022 17:30,25694.869,47824.109,29.085,1.588,15.883,12.068,102.875,7.902,-75.331,0.774,1.193,1.011
1/19/2022 17:45,25755.971,47888.191,29.136,1.558,15.584,12.02,102.572,7.898,-75.14,0.803,1.143,0.977
1/19/2022 18:00,25753.561,47848.18,29.114,1.451,14.51,12.02,102.614,7.896,-75.016,0.824,1.049,0.912
1/19/2022 18:15,25575.779,47586.289,28.929,1.506,15.06,12.026,102.428,7.902,-75.328,0.783,1.007,0.884
1/19/2022 18:30,25510.199,47474.27,28.853,1.586,15.863,12.035,102.437,7.905,-75.448,0.777,0.992,0.873
1/19/2022 18:45,25645.57,47586.41,28.948,1.526,15.261,11.968,102.15,7.897,-75.08,0.86,0.95,0.844
1/19/2022 19:00,25232.631,46893.43,28.475,1.855,18.547,12.106,102.868,7.913,-75.872,0.816,0.936,0.835
1/19/2022 19:15,25177.051,46855.969,28.441,1.794,17.94,12.119,102.854,7.916,-76.029,0.776,0.946,0.842
1/19/2022 19:30,25437.301,47164.078,28.672,1.753,17.527,12.024,102.488,7.901,-75.307,0.881,0.967,0.856
1/19/2022 19:45,25664.34,47376.52,28.844,1.348,13.48,11.883,101.739,7.876,-74.084,1.006,1.009,0.885
1/19/2022 20:00,25519.01,47175.699,28.7,1.604,16.038,11.918,101.83,7.883,-74.432,0.965,1.065,0.923
1/19/2022 20:15,25402.92,47129.719,28.644,1.84,18.4,11.96,101.881,7.893,-74.897,0.864,1.087,0.938
1/19/2022 20:30,25260.699,46951.461,28.513,1.791,17.908,12,101.987,7.902,-75.316,0.812,1.138,0.973
1/19/2022 20:45,25327.74,47003.059,28.558,1.657,16.565,11.964,101.834,7.896,-75.057,0.856,1.176,1
1/19/2022 21:00,25257.359,46871.801,28.471,1.752,17.521,11.91,101.306,7.888,-74.67,0.857,1.201,1.017
1/19/2022 21:15,25181.59,46643.051,28.331,1.78,17.798,11.892,101.2,7.878,-74.172,0.91,1.261,1.058
1/19/2022 21:30,25190.92,46503.789,28.261,1.592,15.92,11.702,99.778,7.845,-72.536,1.005,1.284,1.074
1/19/2022 21:45,25416.539,46986.82,28.574,1.616,16.156,11.679,99.698,7.853,-72.951,0.965,1.324,1.102
1/19/2022 22:00,25436.34,47111.238,28.644,1.568,15.678,11.674,99.567,7.862,-73.352,0.912,1.371,1.134
1/19/2022 22:15,25411.49,47161.02,28.663,1.589,15.886,11.711,99.744,7.872,-73.843,0.855,1.4,1.153
1/19/2022 22:30,25392.051,47169.031,28.662,1.574,15.737,11.781,100.269,7.883,-74.406,0.828,1.423,1.169
1/19/2022 22:45,25410.35,47147.602,28.656,1.662,16.619,11.766,100.23,7.888,-74.646,0.861,1.454,1.191
1/19/2022 23:00,25406.359,47150.93,28.656,1.551,15.508,11.74,99.985,7.888,-74.625,0.855,1.495,1.219
1/19/2022 23:15,25439.641,47218.398,28.701,1.598,15.976,11.724,99.871,7.888,-74.656,0.852,1.524,1.239
1/19/2022 23:30,25447.119,47234.48,28.711,1.493,14.928,11.684,99.536,7.887,-74.599,0.85,1.554,1.259
1/19/2022 23:45,25432.92,47222.391,28.701,1.472,14.719,11.606,98.84,7.89,-74.737,0.842,1.585,1.28
1/20/2022 00:00,25422.131,47206.301,28.689,1.556,15.56,11.629,99.024,7.891,-74.806,0.839,1.663,1.335
1/20/2022 00:15,25430.721,47217.711,28.698,1.387,13.875,11.531,98.204,7.891,-74.79,0.842,1.726,1.378
1/20/2022 00:30,25435.391,47226.539,28.704,1.389,13.893,11.527,98.173,7.89,-74.766,0.842,1.831,1.45
1/20/2022 00:45,25433.961,47220.43,28.7,1.711,17.107,11.496,97.909,7.889,-74.685,0.844,1.904,1.5
1/20/2022 01:00,25434.939,47207.57,28.694,1.572,15.715,11.443,97.483,7.889,-74.67,0.853,1.986,1.556
1/20/2022 01:15,25429.49,47202.129,28.689,1.57,15.701,11.536,98.258,7.882,-74.327,0.85,2.019,1.579
1/20/2022 01:30,25450.1,47253.641,28.722,1.563,15.631,11.439,97.438,7.88,-74.229,0.842,2.031,1.587
1/20/2022 01:45,25474.699,47297.07,28.751,1.632,16.32,11.454,97.59,7.878,-74.158,0.843,2.043,1.595
1/20/2022 02:00,25488.43,47316.809,28.765,1.619,16.193,11.478,97.813,7.879,-74.193,0.847,2.025,1.583
1/20/2022 02:15,25496.221,47325.82,28.772,1.539,15.393,11.436,97.464,7.88,-74.236,0.85,1.989,1.559
1/20/2022 02:30,25439.199,47189.41,28.685,1.554,15.536,11.666,99.411,7.882,-74.329,0.868,1.992,1.561
1/20/2022 02:45,25441.869,47206.551,28.695,1.456,14.559,11.599,98.834,7.878,-74.143,0.861,1.974,1.548
1/20/2022 03:00,25352.84,47088.5,28.609,1.612,16.119,11.762,100.09,7.885,-74.506,0.833,1.95,1.532
1/20/2022 03:15,25372.27,47134.551,28.639,1.646,16.464,11.768,100.141,7.886,-74.537,0.827,1.921,1.512
1/20/2022 03:30,25260.48,46924.578,28.499,1.78,17.803,11.848,100.729,7.892,-74.861,0.828,1.888,1.489
1/20/2022 03:45,25524.09,47406.23,28.821,1.661,16.609,11.675,99.493,7.875,-73.984,0.833,1.854,1.465
1/20/2022 04:00,25277.971,46938.879,28.511,1.855,18.553,11.797,100.333,7.891,-74.799,0.839,1.792,1.423
1/20/2022 04:15,25534.16,47411.961,28.827,1.626,16.259,11.714,99.853,7.875,-73.993,0.841,1.754,1.397
1/20/2022 04:30,25177.051,46672.391,28.345,1.786,17.864,11.9,101.219,7.898,-75.142,0.887,1.711,1.368
1/20/2022 04:45,25116.08,46523.578,28.251,1.872,18.722,11.951,101.639,7.902,-75.343,0.909,1.639,1.318
1/20/2022 05:00,25072.48,46445.93,28.199,1.897,18.966,11.883,101.021,7.904,-75.438,0.907,1.572,1.272
1/20/2022 05:15,25065.439,46436.512,28.192,1.877,18.766,11.921,101.334,7.904,-75.448,0.905,1.522,1.238
1/20/2022 05:30,25062.779,46433.211,28.19,1.782,17.824,11.855,100.767,7.903,-75.428,0.904,1.47,1.202
1/20/2022 05:45,25068.949,46434.449,28.192,1.648,16.482,11.792,100.248,7.905,-75.486,0.91,1.425,1.171
1/20/2022 06:00,25649.619,47514.84,28.912,1.48,14.799,11.444,97.777,7.845,-72.539,0.907,1.355,1.123
1/20/2022 06:15,25695.211,47601.75,28.97,1.589,15.888,11.175,95.511,7.85,-72.773,0.906,1.307,1.09
1/20/2022 06:30,25591.58,47401.531,28.837,1.542,15.422,11.412,97.46,7.858,-73.173,0.91,1.274,1.067
1/20/2022 06:45,25734.43,47690.039,29.026,1.628,16.282,11.135,95.182,7.844,-72.467,0.896,1.24,1.043
1/20/2022 07:00,25766.41,47762.27,29.073,1.805,18.048,11.185,95.623,7.844,-72.441,0.889,1.19,1.009
1/20/2022 07:15,25774.08,47783.32,29.086,1.84,18.398,11.168,95.478,7.843,-72.408,0.885,1.2,1.016
1/20/2022 07:30,25728,47740.449,29.051,2.05,20.496,11.28,96.344,7.851,-72.825,0.859,1.192,1.01
1/20/2022 07:45,25685.221,47663.641,28.999,1.938,19.378,11.416,97.471,7.86,-73.252,0.858,1.25,1.05
1/20/2022 08:00,25418.881,47088.199,28.627,1.853,18.527,11.647,99.309,7.871,-73.817,0.906,1.326,1.103
1/20/2022 08:15,25531.1,47278.461,28.757,1.984,19.838,11.503,98.196,7.867,-73.617,0.917,1.402,1.155
1/20/2022 08:30,25562.789,47278.941,28.766,1.951,19.508,11.462,97.945,7.866,-73.559,0.952,1.473,1.204
1/20/2022 08:45,25581.301,47208.262,28.734,1.889,18.893,11.425,97.765,7.86,-73.295,1.015,1.53,1.243
1/20/2022 09:00,25238.471,46460.25,28.251,1.916,19.165,11.657,99.599,7.87,-73.817,1.085,1.597,1.289
1/20/2022 09:15,25176.641,46336.141,28.17,1.911,19.113,11.802,100.793,7.887,-74.668,1.092,1.667,1.338
1/20/2022 09:30,25228.67,46431.289,28.233,1.904,19.045,11.77,100.569,7.884,-74.52,1.092,1.733,1.383
1/20/2022 09:45,25295.27,46564.379,28.321,1.898,18.982,11.662,99.688,7.876,-74.124,1.085,1.8,1.429
1/20/2022 10:00,25174.32,46312.422,28.157,1.93,19.305,11.544,98.617,7.887,-74.687,1.103,1.853,1.465
1/20/2022 10:15,25172.119,46299.059,28.149,1.88,18.8,11.676,99.755,7.872,-73.91,1.109,1.916,1.509
1/20/2022 10:30,25240.84,46405.449,28.223,1.788,17.884,11.409,97.548,7.873,-73.986,1.121,1.964,1.542
1/20/2022 10:45,25251.59,46404.121,28.225,1.718,17.18,11.374,97.285,7.873,-73.96,1.134,1.99,1.559
1/20/2022 11:00,25407.74,46686.762,28.415,1.747,17.475,11.483,98.354,7.878,-74.239,1.137,2.035,1.591
1/20/2022 11:15,25476.689,46785.391,28.485,1.675,16.753,11.587,99.341,7.875,-74.089,1.154,2.045,1.597
1/20/2022 11:30,25529.9,46871.371,28.544,2.067,20.671,11.594,99.453,7.876,-74.151,1.161,2.068,1.613
1/20/2022 11:45,25672.16,47124.641,28.714,1.674,16.742,11.639,99.973,7.873,-73.993,1.166,2.089,1.627
1/20/2022 12:00,25755.311,47263.129,28.809,1.862,18.615,11.609,99.806,7.868,-73.736,1.175,2.19,1.696
1/20/2022 12:15,25677.561,47106.801,28.706,1.681,16.814,11.837,101.711,7.881,-74.408,1.183,2.273,1.754
1/20/2022 12:30,25822.01,47331.59,28.863,1.561,15.613,11.644,100.221,7.872,-73.955,1.207,2.3,1.772
1/20/2022 12:45,25914.141,47462.488,28.956,1.529,15.286,11.646,100.369,7.872,-73.941,1.23,2.372,1.821
1/20/2022 13:00,25986.75,47555.871,29.024,1.537,15.371,11.658,100.576,7.871,-73.888,1.254,2.412,1.849
1/20/2022 13:15,26020.24,47590.871,29.051,1.462,14.619,11.593,100.079,7.868,-73.776,1.27,2.443,1.87
1/20/2022 13:30,26067.039,47620.148,29.079,1.463,14.631,11.548,99.794,7.866,-73.676,1.303,2.506,1.914
1/20/2022 13:45,26090.301,47629.25,29.09,1.533,15.327,11.666,100.876,7.869,-73.831,1.324,2.497,1.907
1/20/2022 14:00,26116.221,47650.641,29.108,1.519,15.19,11.612,100.461,7.869,-73.814,1.339,2.464,1.885
1/20/2022 14:15,26180.35,47741.531,29.173,1.5,14.998,11.578,100.252,7.87,-73.872,1.355,2.445,1.871
1/20/2022 14:30,26236.609,47831.422,29.235,1.377,13.766,11.624,100.716,7.871,-73.922,1.362,2.388,1.832
1/20/2022 14:45,26417.35,48137.719,29.444,1.518,15.176,11.638,101.016,7.87,-73.869,1.376,2.345,1.802
1/20/2022 15:00,26590.561,48366.828,29.611,1.294,12.936,11.595,100.896,7.859,-73.345,1.428,2.298,1.77
1/20/2022 15:15,26662.561,48454.441,29.676,1.377,13.774,11.485,100.046,7.854,-73.116,1.453,2.277,1.755
1/20/2022 15:30,26719.76,48528.988,29.73,1.476,14.756,11.386,99.265,7.844,-72.603,1.471,2.239,1.729
1/20/2022 15:45,26721.801,48526.949,29.73,1.449,14.493,11.248,98.076,7.843,-72.551,1.474,2.189,1.695
1/20/2022 16:00,26573.43,48341.68,29.593,1.35,13.501,11.505,100.089,7.858,-73.299,1.424,2.114,1.644
1/20/2022 16:15,26619.859,48414.57,29.644,1.376,13.759,11.535,100.403,7.855,-73.152,1.431,2.048,1.598
1/20/2022 16:30,26672.93,48466.801,29.685,1.412,14.124,11.351,98.892,7.849,-72.877,1.457,1.986,1.555
1/20/2022 16:45,26712.381,48518.18,29.723,1.342,13.419,11.243,98.011,7.847,-72.775,1.469,1.909,1.502
1/20/2022 17:00,26728.551,48536.641,29.737,1.481,14.813,11.21,97.752,7.847,-72.768,1.476,1.824,1.444
1/20/2022 17:15,26743.859,48541.691,29.743,1.442,14.418,11.158,97.338,7.843,-72.565,1.489,1.731,1.38
1/20/2022 17:30,26711.74,48506.57,29.716,1.336,13.361,11.449,99.819,7.848,-72.799,1.476,1.645,1.321
1/20/2022 17:45,26276.93,47864.77,29.263,1.67,16.7,11.465,99.417,7.869,-73.819,1.387,1.544,1.252
1/20/2022 18:00,26153.699,47747.852,29.169,1.829,18.295,11.576,100.145,7.874,-74.074,1.322,1.432,1.175
1/20/2022 18:15,25984.051,47518.43,29.004,1.824,18.245,11.702,100.993,7.883,-74.525,1.273,1.335,1.109
1/20/2022 18:30,26032.1,47590.969,29.054,1.931,19.307,11.718,101.19,7.88,-74.341,1.283,1.232,1.038
1/20/2022 18:45,26091.131,47649.41,29.101,1.822,18.223,11.712,101.247,7.876,-74.165,1.312,1.174,0.998
1/20/2022 19:00,25571.471,46884.34,28.561,1.927,19.266,11.797,101.313,7.896,-75.14,1.2,1.098,0.946
1/20/2022 19:15,25536.789,46819.238,28.518,1.892,18.923,11.864,101.856,7.896,-75.159,1.201,1.071,0.927
1/20/2022 19:30,25659.051,47030.879,28.662,1.973,19.726,11.743,100.943,7.891,-74.868,1.208,1.045,0.91
1/20/2022 19:45,25660.789,47054.172,28.674,2.009,20.087,11.739,100.885,7.887,-74.68,1.196,1.053,0.915
1/20/2022 20:00,25591.73,46977.219,28.616,2.147,21.466,11.821,101.467,7.886,-74.615,1.166,1.05,0.913
1/20/2022 20:15,25203.84,46376.801,28.198,2.279,22.792,11.915,101.795,7.893,-74.978,1.097,1.034,0.902
1/20/2022 20:30,25184.73,46352.91,28.181,2.176,21.761,11.894,101.59,7.889,-74.778,1.09,1.101,0.949
1/20/2022 20:45,25072.08,46201.031,28.071,2.315,23.15,11.902,101.489,7.89,-74.821,1.056,1.169,0.996
1/20/2022 21:00,25011.83,46110.66,28.008,2.263,22.629,11.919,101.552,7.891,-74.84,1.043,1.189,1.009
1/20/2022 21:15,24928.42,45991.211,27.924,2.295,22.955,11.932,101.551,7.891,-74.835,1.022,1.249,1.05
1/20/2022 21:30,24847.689,45879.93,27.844,2.195,21.949,11.963,101.696,7.892,-74.892,0.999,1.314,1.095
1/20/2022 21:45,24751.131,45739.961,27.745,2.437,24.368,11.986,101.761,7.893,-74.947,0.975,1.367,1.132
1/20/2022 22:00,24679.789,45645.922,27.677,2.369,23.691,11.977,101.574,7.893,-74.928,0.952,1.382,1.142
1/20/2022 22:15,24690.77,45667.621,27.692,2.409,24.092,11.962,101.45,7.891,-74.84,0.951,1.465,1.2
1/20/2022 22:30,24715.109,45712.078,27.721,2.315,23.149,11.939,101.281,7.891,-74.801,0.951,1.486,1.214
1/20/2022 22:45,24695.49,45715.031,27.717,2.308,23.083,11.933,101.16,7.891,-74.792,0.927,1.497,1.221
1/20/2022 23:00,24865.359,45963.602,27.892,2.2,22.004,11.892,101.047,7.885,-74.534,0.968,1.533,1.245
1/20/2022 23:15,24870.551,46016.07,27.921,2.196,21.962,11.864,100.757,7.881,-74.315,0.941,1.568,1.27
1/20/2022 23:30,24781.949,45963.23,27.87,2.127,21.27,11.871,100.598,7.882,-74.351,0.873,1.582,1.28
1/20/2022 23:45,25177.609,46581.449,28.298,2.115,21.146,11.765,100.181,7.875,-74.043,0.943,1.662,1.334
1/21/2022 00:00,25486.33,47018.34,28.609,2.014,20.136,11.7,100.05,7.87,-73.812,1.024,1.693,1.355
1/21/2022 00:15,25478.359,47034.121,28.615,1.919,19.193,11.75,100.44,7.871,-73.829,1.005,1.754,1.397
1/21/2022 00:30,25480.82,47070.711,28.635,2.036,20.364,11.74,100.317,7.873,-73.924,0.986,1.836,1.453
1/21/2022 00:45,25325.68,46892.531,28.5,2.011,20.113,11.77,100.305,7.874,-73.957,0.92,1.897,1.495
1/21/2022 01:00,25372.961,46974.23,28.555,2.005,20.047,11.703,99.78,7.872,-73.855,0.924,1.971,1.547
1/21/2022 01:15,25319.539,46922.121,28.514,1.962,19.619,11.705,99.697,7.872,-73.833,0.896,2.033,1.589
1/21/2022 01:30,25109.221,46697.32,28.34,2.009,20.085,11.685,99.147,7.874,-73.936,0.796,2.113,1.644
1/21/2022 01:45,24861.211,46587.68,28.215,2.06,20.596,11.822,99.67,7.882,-74.255,0.583,2.119,1.649
1/21/2022 02:00,24946.23,46689.441,28.291,2.068,20.675,11.808,99.695,7.879,-74.141,0.618,2.232,1.726
1/21/2022 02:15,24910.76,46688.441,28.28,2.11,21.104,11.802,99.531,7.877,-74.024,0.579,2.177,1.688
1/21/2022 02:30,24896.16,46690.73,28.277,2.173,21.73,11.782,99.318,7.875,-73.912,0.561,2.209,1.71
1/21/2022 02:45,25014.891,46860.859,28.398,2.123,21.227,11.765,99.338,7.869,-73.621,0.592,2.156,1.673
1/21/2022 03:00,25053.689,46910.238,28.435,2.122,21.218,11.744,99.225,7.866,-73.49,0.606,2.162,1.678
1/21/2022 03:15,25098.25,46967.121,28.476,2.055,20.553,11.731,99.183,7.866,-73.502,0.622,2.13,1.656
1/21/2022 03:30,25100.641,46962.629,28.475,2.007,20.072,11.723,99.131,7.868,-73.566,0.627,2.113,1.644
1/21/2022 03:45,25090,46988.879,28.485,1.952,19.52,11.743,99.234,7.868,-73.586,0.6,2.044,1.596
1/21/2022 04:00,24984.711,46859.121,28.389,2.016,20.159,11.758,99.191,7.871,-73.709,0.56,2,1.566
1/21/2022 04:15,25137.84,47023.059,28.516,1.972,19.718,11.72,99.149,7.865,-73.454,0.633,1.976,1.55
1/21/2022 04:30,25110.199,47013.172,28.503,2.068,20.679,11.708,98.967,7.864,-73.397,0.608,1.937,1.523
1/21/2022 04:45,25004.631,46883,28.407,1.932,19.323,11.717,98.875,7.865,-73.397,0.568,1.873,1.479
