"Plot Title: Carolina September 2021 2"
"#","Date Time, GMT-04:00","High Range, μS/cm (LGR S/N: 20182875, SEN S/N: 20182875)","Temp, °F (LGR S/N: 20182875, SEN S/N: 20182875)","Bad Battery (LGR S/N: 20182875)","Coupler Detached (LGR S/N: 20182875)","Good Battery (LGR S/N: 20182875)","Coupler Attached (LGR S/N: 20182875)","Host Connected (LGR S/N: 20182875)","Stopped (LGR S/N: 20182875)","End Of File (LGR S/N: 20182875)"
410,10/06/21 09:33:42 PM,32967.8,68.22,,,,,,,
411,10/06/21 10:03:42 PM,33010.2,68.22,,,,,,,
412,10/06/21 10:33:42 PM,32967.8,68.22,,,,,,,
413,10/06/21 11:03:42 PM,32982.9,68.23,,,,,,,
414,10/06/21 11:33:42 PM,33116.8,68.29,,,,,,,
415,10/07/21 12:03:42 AM,33046.7,67.89,,,,,,,
416,10/07/21 12:33:42 AM,33068.0,68.11,,,,,,,
417,10/07/21 01:03:42 AM,33264.2,68.09,,,,,,,
418,10/07/21 01:33:42 AM,33369.4,68.14,,,,,,,
419,10/07/21 02:03:42 AM,33239.5,68.11,,,,,,,
420,10/07/21 02:33:42 AM,32995.0,67.98,,,,,,,
421,10/07/21 03:03:42 AM,32817.1,67.77,,,,,,,
422,10/07/21 03:33:42 AM,32769.2,67.75,,,,,,,
423,10/07/21 04:03:42 AM,32754.2,67.82,,,,,,,
424,10/07/21 04:33:42 AM,32552.4,67.69,,,,,,,
425,10/07/21 05:03:42 AM,32353.1,67.50,,,,,,,
426,10/07/21 05:33:42 AM,32373.5,67.42,,,,,,,
427,10/07/21 06:03:42 AM,32558.3,67.57,,,,,,,
428,10/07/21 06:33:42 AM,32484.7,67.60,,,,,,,
429,10/07/21 07:03:42 AM,32475.9,67.55,,,,,,,
430,10/07/21 07:33:42 AM,32517.0,67.66,,,,,,,
431,10/07/21 08:03:42 AM,32754.2,67.75,,,,,,,
432,10/07/21 08:33:42 AM,33211.9,68.02,,,,,,,
433,10/07/21 09:03:42 AM,33360.1,68.09,,,,,,,
434,10/07/21 09:33:42 AM,33705.0,68.31,,,,,,,
435,10/07/21 10:03:42 AM,33845.0,68.36,,,,,,,
436,10/07/21 10:33:42 AM,33845.0,68.45,,,,,,,
437,10/07/21 11:03:42 AM,33825.9,68.43,,,,,,,
438,10/07/21 11:33:42 AM,33651.2,68.58,,,,,,,
439,10/07/21 12:03:42 PM,33739.9,68.92,,,,,,,
440,10/07/21 12:33:42 PM,34154.7,68.88,,,,,,,
441,10/07/21 01:03:42 PM,34272.3,68.94,,,,,,,
442,10/07/21 01:33:42 PM,34233.0,68.94,,,,,,,
443,10/07/21 02:03:42 PM,34420.4,69.48,,,,,,,
444,10/07/21 02:33:42 PM,34246.1,69.89,,,,,,,
445,10/07/21 03:03:42 PM,34940.8,70.02,,,,,,,
446,10/07/21 03:33:42 PM,34683.7,70.02,,,,,,,
447,10/07/21 04:03:42 PM,35098.3,70.14,,,,,,,
448,10/07/21 04:33:42 PM,34859.2,70.21,,,,,,,
449,10/07/21 05:03:42 PM,34764.5,70.29,,,,,,,
450,10/07/21 05:33:42 PM,34832.1,70.20,,,,,,,
451,10/07/21 06:03:42 PM,34553.2,70.03,,,,,,,
452,10/07/21 06:33:42 PM,34443.6,69.94,,,,,,,
453,10/07/21 07:03:42 PM,34423.7,70.02,,,,,,,
454,10/07/21 07:33:42 PM,34483.4,70.02,,,,,,,
455,10/07/21 08:03:42 PM,34347.8,69.91,,,,,,,
456,10/07/21 08:33:42 PM,34394.0,69.84,,,,,,,
457,10/07/21 09:03:42 PM,34569.9,69.84,,,,,,,
458,10/07/21 09:33:42 PM,34849.0,69.84,,,,,,,
459,10/07/21 10:03:42 PM,34968.1,69.78,,,,,,,
460,10/07/21 10:33:42 PM,34927.2,69.71,,,,,,,
461,10/07/21 11:03:42 PM,35125.8,69.78,,,,,,,
462,10/07/21 11:33:42 PM,35125.8,69.75,,,,,,,
463,10/08/21 12:03:42 AM,35105.1,69.76,,,,,,,
464,10/08/21 12:33:42 AM,35112.0,69.75,,,,,,,
465,10/08/21 01:03:42 AM,34961.2,69.37,,,,,,,
466,10/08/21 01:33:42 AM,34992.0,69.40,,,,,,,
467,10/08/21 02:03:42 AM,35260.6,69.51,,,,,,,
468,10/08/21 02:33:42 AM,35232.9,69.53,,,,,,,
469,10/08/21 03:03:42 AM,35146.5,69.48,,,,,,,
470,10/08/21 03:33:42 AM,34869.4,69.26,,,,,,,
471,10/08/21 04:03:42 AM,34151.4,68.54,,,,,,,
472,10/08/21 04:33:42 AM,34012.0,68.43,,,,,,,
473,10/08/21 05:03:42 AM,33979.8,68.40,,,,,,,
474,10/08/21 05:33:42 AM,33676.5,68.18,,,,,,,
475,10/08/21 06:03:42 AM,33651.2,68.09,,,,,,,
476,10/08/21 06:33:42 AM,33594.5,68.16,,,,,,,
477,10/08/21 07:03:42 AM,33733.6,68.14,,,,,,,
478,10/08/21 07:33:42 AM,33749.4,68.18,,,,,,,
479,10/08/21 08:03:42 AM,33893.0,68.61,,,,,,,
480,10/08/21 08:33:42 AM,34305.1,68.88,,,,,,,
481,10/08/21 09:03:42 AM,34559.9,68.99,,,,,,,
482,10/08/21 09:33:42 AM,34500.0,68.95,,,,,,,
483,10/08/21 10:03:42 AM,34503.3,68.99,,,,,,,
484,10/08/21 10:33:42 AM,34771.2,69.33,,,,,,,
485,10/08/21 11:03:42 AM,34821.9,69.17,,,,,,,
486,10/08/21 11:33:42 AM,33880.2,68.97,,,,,,,
487,10/08/21 12:03:42 PM,34167.7,69.12,,,,,,,
488,10/08/21 12:33:42 PM,34028.2,69.22,,,,,,,
489,10/08/21 01:03:42 PM,34206.8,69.40,,,,,,,
490,10/08/21 01:33:42 PM,34292.0,69.80,,,,,,,
491,10/08/21 02:03:42 PM,34480.1,70.12,,,,,,,
492,10/08/21 02:33:42 PM,34533.2,70.25,,,,,,,
493,10/08/21 03:03:42 PM,34559.9,70.45,,,,,,,
494,10/08/21 03:33:42 PM,34623.3,70.59,,,,,,,
495,10/08/21 04:03:42 PM,34569.9,70.66,,,,,,,
496,10/08/21 04:33:42 PM,34586.6,70.68,,,,,,,
497,10/08/21 05:03:42 PM,33720.9,70.00,,,,,,,
498,10/08/21 05:33:42 PM,33010.2,69.64,,,,,,,
499,10/08/21 06:03:42 PM,33357.0,69.91,,,,,,,
500,10/08/21 06:33:42 PM,33055.8,69.66,,,,,,,
501,10/08/21 07:03:42 PM,33409.8,69.85,,,,,,,
502,10/08/21 07:33:42 PM,33541.1,70.00,,,,,,,
503,10/08/21 08:03:42 PM,33720.9,70.00,,,,,,,
504,10/08/21 08:33:42 PM,33347.7,69.71,,,,,,,
505,10/08/21 09:03:42 PM,34018.5,70.05,,,,,,,
506,10/08/21 09:33:42 PM,33999.1,69.98,,,,,,,
507,10/08/21 10:03:42 PM,33695.5,69.75,,,,,,,
508,10/08/21 10:33:42 PM,33686.0,69.66,,,,,,,
509,10/08/21 11:03:42 PM,34193.8,69.80,,,,,,,
510,10/08/21 11:33:42 PM,34282.1,69.76,,,,,,,
511,10/09/21 12:03:42 AM,34466.8,69.80,,,,,,,
512,10/09/21 12:33:42 AM,34553.2,69.76,,,,,,,
513,10/09/21 01:03:42 AM,33566.2,69.31,,,,,,,
514,10/09/21 01:33:42 AM,33622.8,69.26,,,,,,,
515,10/09/21 02:03:42 AM,33519.1,69.10,,,,,,,
516,10/09/21 02:33:42 AM,33816.3,69.17,,,,,,,
517,10/09/21 03:03:42 AM,33233.4,68.68,,,,,,,
518,10/09/21 03:33:42 AM,33074.1,68.29,,,,,,,
519,10/09/21 04:03:42 AM,32802.1,68.02,,,,,,,
520,10/09/21 04:33:42 AM,32452.4,67.69,,,,,,,
521,10/09/21 05:03:42 AM,32910.3,68.02,,,,,,,
522,10/09/21 05:33:42 AM,32087.5,67.30,,,,,,,
523,10/09/21 06:03:42 AM,31809.6,67.19,,,,,,,
524,10/09/21 06:33:42 AM,31979.2,67.32,,,,,,,
525,10/09/21 07:03:42 AM,31728.4,67.12,,,,,,,
526,10/09/21 07:33:42 AM,31410.3,66.85,,,,,,,
527,10/09/21 08:03:42 AM,31669.8,67.08,,,,,,,
528,10/09/21 08:33:42 AM,32760.2,67.96,,,,,,,
529,10/09/21 09:03:42 AM,31956.5,67.32,,,,,,,
530,10/09/21 09:33:42 AM,31882.9,67.30,,,,,,,
531,10/09/21 10:03:42 AM,32626.3,68.04,,,,,,,
532,10/09/21 10:33:42 AM,32940.5,68.27,,,,,,,
533,10/09/21 11:03:42 AM,33261.1,68.54,,,,,,,
534,10/09/21 11:33:42 AM,32772.2,68.31,,,,,,,
535,10/09/21 12:03:42 PM,32596.7,67.96,,,,,,,
536,10/09/21 12:33:42 PM,32185.2,67.66,,,,,,,
537,10/09/21 01:03:42 PM,32982.9,68.25,,,,,,,
538,10/09/21 01:33:42 PM,33089.3,68.34,,,,,,,
539,10/09/21 02:03:42 PM,33522.2,68.65,,,,,,,
540,10/09/21 02:33:42 PM,33622.8,68.72,,,,,,,
541,10/09/21 03:03:42 PM,33428.5,68.68,,,,,,,
542,10/09/21 03:33:42 PM,32976.9,68.40,,,,,,,
543,10/09/21 04:03:42 PM,32973.8,68.25,,,,,,,
544,10/09/21 04:33:42 PM,33227.2,68.45,,,,,,,
545,10/09/21 05:03:42 PM,33326.0,68.54,,,,,,,
546,10/09/21 05:33:42 PM,32895.3,68.22,,,,,,,
547,10/09/21 06:03:42 PM,33616.5,68.61,,,,,,,
548,10/09/21 06:33:42 PM,33270.4,68.34,,,,,,,
549,10/09/21 07:03:42 PM,32940.5,68.07,,,,,,,
550,10/09/21 07:33:42 PM,32898.3,68.04,,,,,,,
551,10/09/21 08:03:42 PM,32658.9,67.80,,,,,,,
552,10/09/21 08:33:42 PM,32647.1,67.80,,,,,,,
553,10/09/21 09:03:42 PM,32995.0,68.11,,,,,,,
554,10/09/21 09:33:42 PM,33357.0,68.34,,,,,,,
555,10/09/21 10:03:42 PM,33058.9,68.02,,,,,,,
556,10/09/21 10:33:42 PM,33301.3,68.11,,,,,,,
557,10/09/21 11:03:42 PM,33055.8,67.84,,,,,,,
558,10/09/21 11:33:42 PM,33484.7,68.18,,,,,,,
559,10/10/21 12:03:42 AM,33954.0,68.34,,,,,,,
560,10/10/21 12:33:42 AM,33989.5,68.34,,,,,,,
561,10/10/21 01:03:42 AM,34002.4,68.22,,,,,,,
562,10/10/21 01:33:42 AM,34089.7,68.23,,,,,,,
563,10/10/21 02:03:42 AM,33500.3,67.82,,,,,,,
564,10/10/21 02:33:42 AM,33902.6,67.96,,,,,,,
565,10/10/21 03:03:42 AM,33469.1,67.66,,,,,,,
566,10/10/21 03:33:42 AM,33603.9,67.68,,,,,,,
567,10/10/21 04:03:42 AM,33670.2,67.71,,,,,,,
568,10/10/21 04:33:42 AM,33597.6,67.60,,,,,,,
569,10/10/21 05:03:42 AM,33270.4,67.12,,,,,,,
570,10/10/21 05:33:42 AM,32712.5,66.49,,,,,,,
571,10/10/21 06:03:42 AM,32913.4,66.67,,,,,,,
572,10/10/21 06:33:42 AM,33717.7,67.26,,,,,,,
573,10/10/21 07:03:42 AM,32496.5,66.31,,,,,,,
574,10/10/21 07:33:42 AM,32179.4,66.07,,,,,,,
575,10/10/21 08:03:42 AM,32216.9,66.09,,,,,,,
576,10/10/21 08:33:42 AM,32511.2,66.40,,,,,,,
577,10/10/21 09:03:42 AM,32341.5,66.25,,,,,,,
578,10/10/21 09:33:42 AM,32484.7,66.40,,,,,,,
579,10/10/21 10:03:42 AM,32940.5,66.88,,,,,,,
580,10/10/21 10:33:42 AM,32989.0,67.12,,,,,,,
581,10/10/21 11:03:42 AM,32946.6,67.01,,,,,,,
582,10/10/21 11:33:42 AM,33071.0,67.14,,,,,,,
583,10/10/21 12:03:42 PM,33301.3,67.35,,,,,,,
584,10/10/21 12:33:42 PM,33588.2,67.57,,,,,,,
585,10/10/21 01:03:42 PM,33144.4,67.33,,,,,,,
586,10/10/21 01:33:42 PM,33276.5,67.59,,,,,,,
587,10/10/21 02:03:42 PM,33357.0,67.59,,,,,,,
588,10/10/21 02:33:42 PM,33319.8,67.53,,,,,,,
589,10/10/21 03:03:42 PM,32802.1,67.21,,,,,,,
590,10/10/21 03:33:42 PM,33295.1,67.42,,,,,,,
591,10/10/21 04:03:42 PM,33441.0,67.46,,,,,,,
592,10/10/21 04:33:42 PM,33553.6,67.41,,,,,,,
593,10/10/21 05:03:42 PM,33585.0,67.42,,,,,,,
594,10/10/21 05:33:42 PM,32769.2,67.03,,,,,,,
595,10/10/21 06:03:42 PM,33196.5,67.35,,,,,,,
596,10/10/21 06:33:42 PM,32584.9,66.92,,,,,,,
597,10/10/21 07:03:42 PM,33316.7,67.33,,,,,,,
598,10/10/21 07:33:42 PM,33098.5,67.06,,,,,,,
599,10/10/21 08:03:42 PM,32946.6,66.90,,,,,,,
600,10/10/21 08:33:42 PM,32766.2,66.85,,,,,,,
601,10/10/21 09:03:42 PM,32913.4,66.88,,,,,,,
602,10/10/21 09:33:42 PM,32862.1,66.81,,,,,,,
603,10/10/21 10:03:42 PM,33004.1,66.92,,,,,,,
604,10/10/21 10:33:42 PM,32973.8,66.90,,,,,,,
605,10/10/21 11:03:42 PM,33061.9,66.92,,,,,,,
606,10/10/21 11:33:42 PM,33043.6,66.87,,,,,,,
607,10/11/21 12:03:42 AM,33319.8,66.99,,,,,,,
608,10/11/21 12:33:42 AM,33531.6,67.08,,,,,,,
609,10/11/21 01:03:42 AM,33660.7,67.12,,,,,,,
610,10/11/21 01:33:42 AM,33660.7,67.03,,,,,,,
611,10/11/21 02:03:42 AM,32490.6,66.11,,,,,,,
612,10/11/21 02:33:42 AM,32620.4,66.16,,,,,,,
613,10/11/21 03:03:42 AM,32799.1,66.20,,,,,,,
614,10/11/21 03:33:42 AM,33016.3,66.36,,,,,,,
615,10/11/21 04:03:42 AM,32862.1,66.24,,,,,,,
616,10/11/21 04:33:42 AM,32399.8,65.89,,,,,,,
617,10/11/21 05:03:42 AM,31950.8,65.44,,,,,,,
618,10/11/21 05:33:42 AM,31683.7,65.23,,,,,,,
619,10/11/21 06:03:42 AM,31747.9,65.16,,,,,,,
620,10/11/21 06:33:42 AM,31922.5,65.30,,,,,,,
621,10/11/21 07:03:42 AM,32228.4,65.57,,,,,,,
622,10/11/21 07:33:42 AM,32136.3,65.52,,,,,,,
623,10/11/21 08:03:42 AM,31650.3,65.12,,,,,,,
624,10/11/21 08:33:42 AM,31608.7,65.12,,,,,,,
625,10/11/21 09:03:42 AM,31344.8,65.01,,,,,,,
626,10/11/21 09:33:42 AM,31832.1,65.46,,,,,,,
627,10/11/21 10:03:42 AM,32101.9,66.04,,,,,,,
628,10/11/21 10:33:42 AM,32084.7,66.00,,,,,,,
629,10/11/21 11:03:42 AM,31722.8,65.97,,,,,,,
630,10/11/21 11:33:42 AM,31815.3,66.16,,,,,,,
631,10/11/21 12:03:42 PM,31919.6,66.25,,,,,,,
632,10/11/21 12:33:42 PM,32417.3,66.72,,,,,,,
633,10/11/21 01:03:42 PM,32487.6,66.74,,,,,,,
634,10/11/21 01:33:42 PM,32573.0,67.08,,,,,,,
635,10/11/21 02:03:42 PM,32712.5,67.35,,,,,,,
636,10/11/21 02:33:42 PM,32856.1,67.84,,,,,,,
637,10/11/21 03:03:42 PM,32967.8,67.98,,,,,,,
638,10/11/21 03:33:42 PM,33010.2,67.95,,,,,,,
639,10/11/21 04:03:42 PM,33031.5,67.95,,,,,,,
640,10/11/21 04:33:42 PM,33034.5,68.00,,,,,,,
641,10/11/21 05:03:42 PM,32736.3,68.31,,,,,,,
642,10/11/21 05:33:42 PM,32784.1,68.27,,,,,,,
643,10/11/21 06:03:42 PM,32775.2,68.18,,,,,,,
644,10/11/21 06:33:42 PM,32739.3,68.18,,,,,,,
645,10/11/21 07:03:42 PM,32970.8,68.14,,,,,,,
646,10/11/21 07:33:42 PM,33031.5,68.13,,,,,,,
647,10/11/21 08:03:42 PM,32952.6,67.95,,,,,,,
648,10/11/21 08:33:42 PM,33205.7,67.96,,,,,,,
649,10/11/21 09:03:42 PM,33190.3,67.89,,,,,,,
650,10/11/21 09:33:42 PM,33190.3,67.87,,,,,,,
651,10/11/21 10:03:42 PM,32955.7,67.84,,,,,,,
652,10/11/21 10:33:42 PM,32970.8,67.75,,,,,,,
653,10/11/21 11:03:42 PM,33506.6,67.95,,,,,,,
654,10/11/21 11:33:42 PM,33469.1,67.91,,,,,,,
655,10/12/21 12:03:42 AM,33701.8,68.00,,,,,,,
656,10/12/21 12:33:42 AM,33670.2,67.95,,,,,,,
657,10/12/21 01:03:42 AM,33635.4,67.77,,,,,,,
658,10/12/21 01:33:42 AM,33857.8,67.91,,,,,,,
659,10/12/21 02:03:42 AM,33938.0,67.89,,,,,,,
660,10/12/21 02:33:42 AM,33938.0,67.77,,,,,,,
661,10/12/21 03:03:42 AM,33973.3,67.80,,,,,,,
662,10/12/21 03:33:42 AM,33857.8,67.68,,,,,,,
663,10/12/21 04:03:42 AM,33055.8,67.41,,,,,,,
664,10/12/21 04:33:42 AM,33332.2,67.48,,,,,,,
665,10/12/21 05:03:42 AM,33682.8,67.44,,,,,,,
666,10/12/21 05:33:42 AM,32697.6,66.88,,,,,,,
667,10/12/21 06:03:42 AM,31736.7,66.04,,,,,,,
668,10/12/21 06:33:42 AM,31720.0,66.00,,,,,,,
669,10/12/21 07:03:42 AM,33043.6,66.87,,,,,,,
670,10/12/21 07:33:42 AM,33043.6,66.85,,,,,,,
671,10/12/21 08:03:42 AM,33071.0,66.79,,,,,,,
672,10/12/21 08:33:42 AM,32440.7,66.25,,,,,,,
673,10/12/21 09:03:42 AM,31962.1,65.89,,,,,,,
674,10/12/21 09:33:42 AM,31619.8,65.59,,,,,,,
675,10/12/21 10:03:42 AM,31933.8,65.93,,,,,,,
676,10/12/21 10:33:42 AM,32202.5,66.18,,,,,,,
677,10/12/21 11:03:42 AM,32107.6,66.22,,,,,,,
678,10/12/21 11:33:42 AM,33061.9,67.05,,,,,,,
679,10/12/21 12:03:42 PM,33224.2,67.15,,,,,,,
680,10/12/21 12:33:42 PM,33332.2,67.33,,,,,,,
681,10/12/21 01:03:42 PM,33547.3,67.59,,,,,,,
682,10/12/21 01:33:42 PM,33632.3,67.80,,,,,,,
683,10/12/21 02:03:42 PM,33771.7,68.04,,,,,,,
684,10/12/21 02:33:42 PM,33970.1,68.18,,,,,,,
685,10/12/21 03:03:42 PM,34236.2,68.38,,,,,,,
686,10/12/21 03:33:42 PM,34210.1,68.49,,,,,,,
687,10/12/21 04:03:42 PM,34318.2,68.67,,,,,,,
688,10/12/21 04:33:42 PM,34285.4,68.72,,,,,,,
689,10/12/21 05:03:42 PM,34354.4,68.67,,,,,,,
690,10/12/21 05:33:42 PM,34370.9,68.68,,,,,,,
691,10/12/21 06:03:42 PM,34275.5,68.67,,,,,,,
692,10/12/21 06:33:42 PM,34236.2,68.63,,,,,,,
693,10/12/21 07:03:42 PM,34295.2,68.63,,,,,,,
694,10/12/21 07:33:42 PM,34328.1,68.68,,,,,,,
695,10/12/21 08:03:42 PM,34367.6,68.61,,,,,,,
696,10/12/21 08:33:42 PM,34374.2,68.56,,,,,,,
697,10/12/21 09:03:42 PM,34067.0,68.41,,,,,,,
698,10/12/21 09:33:42 PM,34041.1,68.40,,,,,,,
699,10/12/21 10:03:42 PM,33938.0,68.36,,,,,,,
700,10/12/21 10:33:42 PM,33771.7,68.29,,,,,,,
701,10/12/21 11:03:42 PM,33835.4,68.14,,,,,,,
702,10/12/21 11:33:42 PM,34034.6,68.16,,,,,,,
703,10/13/21 12:03:42 AM,33918.7,68.25,,,,,,,
704,10/13/21 12:33:42 AM,33845.0,68.23,,,,,,,
705,10/13/21 01:03:42 AM,34021.7,68.22,,,,,,,
706,10/13/21 01:33:42 AM,34151.4,68.27,,,,,,,
707,10/13/21 02:03:42 AM,34292.0,68.27,,,,,,,
708,10/13/21 02:33:42 AM,34354.4,68.25,,,,,,,
709,10/13/21 03:03:42 AM,34370.9,68.18,,,,,,,
710,10/13/21 03:33:42 AM,34437.0,68.25,,,,,,,
711,10/13/21 04:03:42 AM,34513.3,68.25,,,,,,,
712,10/13/21 04:33:42 AM,34177.5,68.00,,,,,,,
713,10/13/21 05:03:42 AM,34407.2,68.11,,,,,,,
714,10/13/21 05:33:42 AM,34324.8,67.96,,,,,,,
715,10/13/21 06:03:42 AM,34453.5,68.02,,,,,,,
716,10/13/21 06:33:42 AM,33444.1,66.45,,,,,,,
717,10/13/21 07:03:42 AM,34063.8,67.32,,,,,,,
718,10/13/21 07:33:42 AM,34057.3,67.23,,,,,,,
719,10/13/21 08:03:42 AM,34002.4,67.28,,,,,,,
720,10/13/21 08:33:42 AM,33800.3,67.01,,,,,,,
721,10/13/21 09:03:42 AM,32661.9,65.41,,,,,,,
722,10/13/21 09:33:42 AM,33403.6,66.49,,,,,,,
723,10/13/21 10:03:42 AM,33657.5,66.85,,,,,,,
724,10/13/21 10:33:42 AM,33803.5,67.12,,,,,,,
725,10/13/21 11:03:42 AM,33717.7,67.01,,,,,,,
726,10/13/21 11:33:42 AM,33626.0,67.05,,,,,,,
727,10/13/21 12:03:42 PM,33889.8,67.46,,,,,,,
728,10/13/21 12:33:42 PM,34269.0,68.18,,,,,,,
729,10/13/21 01:03:42 PM,34187.3,68.14,,,,,,,
730,10/13/21 01:33:42 PM,34503.3,68.70,,,,,,,
731,10/13/21 02:03:42 PM,34778.0,68.79,,,,,,,
732,10/13/21 02:33:42 PM,34951.0,69.06,,,,,,,
733,10/13/21 03:03:42 PM,35019.3,69.08,,,,,,,
734,10/13/21 03:33:42 PM,35191.4,69.17,,,,,,,
735,10/13/21 04:03:42 PM,35400.0,69.21,,,,,,,
736,10/13/21 04:33:42 PM,35536.9,69.31,,,,,,,
737,10/13/21 05:03:42 PM,35568.7,69.33,,,,,,,
738,10/13/21 05:33:42 PM,35498.2,69.33,,,,,,,
739,10/13/21 06:03:42 PM,35354.6,69.24,,,,,,,
740,10/13/21 06:33:42 PM,35298.8,69.06,,,,,,,
741,10/13/21 07:03:42 PM,35012.5,68.67,,,,,,,
742,10/13/21 07:33:42 PM,35050.2,68.65,,,,,,,
743,10/13/21 08:03:42 PM,34805.0,68.36,,,,,,,
744,10/13/21 08:33:42 PM,34683.7,68.18,,,,,,,
745,10/13/21 09:03:42 PM,34774.6,68.27,,,,,,,
746,10/13/21 09:33:42 PM,35005.7,68.52,,,,,,,
747,10/13/21 10:03:42 PM,34974.9,68.50,,,,,,,
748,10/13/21 10:33:42 PM,34842.2,68.36,,,,,,,
749,10/13/21 11:03:42 PM,34413.8,67.98,,,,,,,
750,10/13/21 11:33:42 PM,34456.8,68.07,,,,,,,
751,10/14/21 12:03:42 AM,34556.6,68.31,,,,,,,
752,10/14/21 12:33:42 AM,34630.0,68.38,,,,,,,
753,10/14/21 01:03:42 AM,34539.9,68.25,,,,,,,
754,10/14/21 01:33:42 AM,34400.6,68.27,,,,,,,
755,10/14/21 02:03:42 AM,34569.9,68.31,,,,,,,
756,10/14/21 02:33:42 AM,34437.0,68.25,,,,,,,
757,10/14/21 03:03:42 AM,34951.0,68.70,,,,,,,
758,10/14/21 03:33:42 AM,35260.6,68.92,,,,,,,
759,10/14/21 04:03:42 AM,35351.1,68.97,,,,,,,
760,10/14/21 04:33:42 AM,35551.0,69.04,,,,,,,
761,10/14/21 05:03:42 AM,35515.8,69.06,,,,,,,
762,10/14/21 05:33:42 AM,35621.7,69.10,,,,,,,
763,10/14/21 06:03:42 AM,35572.2,69.06,,,,,,,
764,10/14/21 06:33:42 AM,35657.2,68.81,,,,,,,
765,10/14/21 07:03:42 AM,35739.0,68.99,,,,,,,
766,10/14/21 07:33:42 AM,35284.9,68.41,,,,,,,
767,10/14/21 08:03:42 AM,34754.3,67.66,,,,,,,
768,10/14/21 08:33:42 AM,34798.2,67.68,,,,,,,
769,10/14/21 09:03:42 AM,34630.0,67.60,,,,,,,
770,10/14/21 09:33:42 AM,34456.8,67.59,,,,,,,
771,10/14/21 10:03:42 AM,34463.5,67.75,,,,,,,
772,10/14/21 10:33:42 AM,34354.4,67.62,,,,,,,
773,10/14/21 11:03:42 AM,34249.3,67.77,,,,,,,
774,10/14/21 11:33:42 AM,34109.2,67.80,,,,,,,
775,10/14/21 12:03:42 PM,34012.0,68.41,,,,,,,
776,10/14/21 12:33:42 PM,34164.4,68.31,,,,,,,
777,10/14/21 01:03:42 PM,34506.6,68.68,,,,,,,
778,10/14/21 01:33:42 PM,34683.7,69.21,,,,,,,
779,10/14/21 02:03:42 PM,34828.7,69.57,,,,,,,
780,10/14/21 02:33:42 PM,35480.6,70.11,,,,,,,
781,10/14/21 03:03:42 PM,35174.1,70.11,,,,,,,
782,10/14/21 03:33:42 PM,35379.0,70.29,,,,,,,
783,10/14/21 04:03:42 PM,35246.8,70.38,,,,,,,
784,10/14/21 04:33:42 PM,35036.5,70.20,,,,,,,
785,10/14/21 05:03:42 PM,34934.0,70.11,,,,,,,
786,10/14/21 05:33:42 PM,34683.7,70.05,,,,,,,
787,10/14/21 06:03:42 PM,34727.4,70.11,,,,,,,
788,10/14/21 06:33:42 PM,34862.6,70.05,,,,,,,
789,10/14/21 07:03:42 PM,35022.8,69.98,,,,,,,
790,10/14/21 07:33:42 PM,35063.9,69.91,,,,,,,
791,10/14/21 08:03:42 PM,34974.9,69.94,,,,,,,
792,10/14/21 08:33:42 PM,35077.6,70.00,,,,,,,
793,10/14/21 09:03:42 PM,35057.0,69.98,,,,,,,
794,10/14/21 09:33:42 PM,35129.2,69.98,,,,,,,
795,10/14/21 10:03:42 PM,35156.8,69.98,,,,,,,
796,10/14/21 10:33:42 PM,35105.1,69.98,,,,,,,
797,10/14/21 11:03:42 PM,34927.2,69.85,,,,,,,
798,10/14/21 11:33:42 PM,34855.8,69.78,,,,,,,
799,10/15/21 12:03:42 AM,34650.1,69.75,,,,,,,
800,10/15/21 12:33:42 AM,34666.9,69.58,,,,,,,
801,10/15/21 01:03:42 AM,34553.2,69.48,,,,,,,
802,10/15/21 01:33:42 AM,34653.5,69.51,,,,,,,
803,10/15/21 02:03:42 AM,34576.6,69.58,,,,,,,
804,10/15/21 02:33:42 AM,34623.3,69.57,,,,,,,
805,10/15/21 03:03:42 AM,34744.2,69.53,,,,,,,
806,10/15/21 03:33:42 AM,34964.7,69.62,,,,,,,
807,10/15/21 04:03:42 AM,34751.0,69.44,,,,,,,
808,10/15/21 04:33:42 AM,34700.5,69.39,,,,,,,
809,10/15/21 05:03:42 AM,34808.4,69.39,,,,,,,
810,10/15/21 05:33:42 AM,35074.2,69.48,,,,,,,
811,10/15/21 06:03:42 AM,35201.7,69.46,,,,,,,
812,10/15/21 06:33:42 AM,35163.7,69.37,,,,,,,
813,10/15/21 07:03:42 AM,35212.1,69.30,,,,,,,
814,10/15/21 07:33:42 AM,34862.6,69.06,,,,,,,
815,10/15/21 08:03:42 AM,34646.8,68.90,,,,,,,
816,10/15/21 08:33:42 AM,33976.6,67.95,,,,,,,
817,10/15/21 09:03:42 AM,33525.4,67.30,,,,,,,
818,10/15/21 09:33:42 AM,34493.3,68.38,,,,,,,
819,10/15/21 10:03:42 AM,34324.8,68.34,,,,,,,
820,10/15/21 10:33:42 AM,34269.0,68.31,,,,,,,
821,10/15/21 11:03:42 AM,34239.5,68.40,,,,,,,
822,10/15/21 11:33:42 AM,34387.4,68.52,,,,,,,
823,10/15/21 12:03:42 PM,34549.9,68.77,,,,,,,
824,10/15/21 12:33:42 PM,34086.4,68.49,,,,,,,
825,10/15/21 01:03:42 PM,34354.4,68.81,,,,,,,
826,10/15/21 01:33:42 PM,34606.6,68.99,,,,,,,
